Time,"X, m","Y, m","Z, m","RMS, m",PDOP,TOffset,NumSat
483.7,"2847826,7066","2279681,6161","5214614,4714","0,289250910282135","4,646","119329,268",7
483.8,"2847827,2888","2279681,6830","5214613,9868","0,348064064979553","4,646","119327,914",7
483.9,"2847827,0144","2279680,3904","5214615,5314","0,846764028072357","4,646","119327,018",7
484.0,"2847824,9927","2279682,8863","5214620,5660","0,523779988288879","4,645","119331,713",7
484.1,"2847823,5335","2279683,6852","5214620,3033","0,209322705864906","4,645","119332,082",7
484.2,"2847820,2768","2279684,7250","5214620,2904","0,375743865966797","4,645","119333,211",7
484.3,"2847822,5225","2279685,4319","5214618,6230","0,38983941078186","4,645","119331,204",7
484.4,"2847824,4352","2279684,2738","5214617,2459","0,265274494886398","4,645","119328,204",7
484.5,"2847824,7093","2279683,9029","5214620,0004","0,451200217008591","4,645","119329,114",7
484.6,"2847824,2980","2279682,9622","5214617,9257","0,362668722867966","4,645","119326,882",7
484.7,"2847823,0531","2279683,6383","5214618,6324","0,360891222953796","4,645","119327,427",7
484.8,"2847820,9468","2279684,1840","5214621,1457","0,576387882232666","4,645","119329,227",7
484.9,"2847822,0346","2279684,7212","5214618,5835","0,342756181955338","4,645","119326,675",7
485.0,"2847822,1850","2279684,3887","5214615,8441","0,144961193203926","4,645","119323,564",7
485.1,"2847823,8684","2279684,2868","5214617,0107","0,565529704093933","4,645","119323,008",7
485.2,"2847820,9299","2279686,1132","5214619,3967","0,64969003200531","4,645","119325,992",7
485.3,"2847822,8739","2279684,9800","5214615,8241","0,531611323356628","4,644","119321,447",7
485.4,"2847825,7501","2279683,7426","5214615,7785","0,576418220996857","4,644","119319,138",7
485.5,"2847828,4145","2279684,0761","5214613,0921","1,016472697258","4,644","119316,010",7
485.6,"2847824,7999","2279683,3824","5214615,2007","0,354890763759613","4,644","119317,436",7
485.7,"2847825,5418","2279682,5527","5214616,3385","0,211178228259087","4,644","119316,426",7
485.8,"2847822,9926","2279682,9649","5214617,0327","0,0440560579299927","4,644","119317,358",7
485.9,"2847824,6560","2279682,0633","5214615,0926","0,255954086780548","4,644","119314,164",7
486.0,"2847825,7049","2279681,7033","5214613,4544","0,055806715041399","4,644","119311,887",7
486.1,"2847826,8607","2279680,3675","5214617,6020","0,567996680736542","4,644","119312,320",7
486.2,"2847826,6159","2279681,8781","5214617,1930","0,467470049858093","4,644","119312,394",7
486.3,"2847824,6476","2279683,0027","5214617,0928","0,362763494253159","4,644","119312,876",7
486.4,"2847825,1877","2279682,9826","5214617,0136","0,293778747320175","4,644","119311,638",7
486.5,"2847824,9380","2279683,5191","5214616,9646","0,278881758451462","4,644","119311,464",7
486.6,"2847826,4294","2279681,9822","5214616,1098","0,187841519713402","4,643","119308,449",7
486.7,"2847827,5936","2279682,2119","5214617,8343","0,478846162557602","4,643","119308,850",7
486.8,"2847828,7347","2279681,4741","5214618,2043","0,701193630695343","4,643","119307,380",7
486.9,"2847826,6254","2279681,3383","5214616,1161","0,398202657699585","4,643","119305,402",7
487.0,"2847831,9781","2279678,7010","5214609,9876","0,239258572459221","4,643","119297,398",7
487.1,"2847830,1805","2279679,9063","5214612,4487","0,181551396846771","4,643","119300,166",7
487.2,"2847828,7257","2279681,5265","5214615,1988","0,486841768026352","4,643","119302,617",7
487.3,"2847830,1781","2279682,2284","5214616,3073","0,754432737827301","4,643","119302,575",7
487.4,"2847832,3065","2279681,5089","5214617,6828","1,13830697536469","4,643","119301,466",7
487.5,"2847828,9287","2279682,9879","5214617,9069","1,15361177921295","4,643","119303,146",7
487.6,"2847827,0039","2279681,9985","5214617,1747","0,588388323783875","4,643","119301,860",7
487.7,"2847825,5886","2279683,7650","5214618,5732","0,834871351718903","4,643","119303,945",7
487.8,"2847822,8910","2279684,8705","5214618,1438","0,58740907907486","4,643","119304,480",7
487.9,"2847823,5563","2279685,8522","5214618,5797","0,831190347671509","4,642","119304,124",7
488.0,"2847825,1013","2279684,0649","5214617,6346","0,566510081291199","4,642","119300,831",7
488.1,"2847825,2830","2279682,4597","5214618,9240","0,452242434024811","4,642","119300,176",7
488.2,"2847824,4425","2279686,1899","5214620,7102","0,988205015659332","4,642","119303,161",7
488.3,"2847824,4384","2279684,5582","5214620,8603","0,962431907653809","4,642","119302,073",7
488.4,"2847829,3406","2279681,2905","5214616,2620","0,606600284576416","4,642","119294,461",7
488.5,"2847829,7206","2279681,5410","5214615,0869","0,678321242332458","4,642","119292,798",7
488.6,"2847828,9366","2279681,1381","5214617,6640","0,898032307624817","4,642","119294,061",7
488.7,"2847826,1261","2279682,4616","5214618,9364","0,550823867321014","4,642","119295,455",7
488.8,"2847826,1036","2279680,9719","5214616,7644","0,582526504993439","4,642","119292,481",7
488.9,"2847825,0313","2279681,4178","5214616,2680","0,538286983966827","4,642","119292,089",7
489.0,"2847823,1716","2279682,7977","5214618,2731","0,607079684734344","4,642","119293,572",7
489.1,"2847824,0528","2279683,0264","5214618,5791","0,419936180114746","4,641","119293,056",7
489.2,"2847823,0559","2279683,3282","5214619,7805","0,412472546100616","4,641","119293,719",7
489.3,"2847821,7497","2279683,5833","5214621,3229","0,593765735626221","4,641","119294,430",7
489.4,"2847822,2922","2279683,4253","5214621,9727","0,562436699867249","4,641","119293,920",7
489.5,"2847822,1801","2279684,3003","5214622,4694","0,799044907093048","4,641","119294,196",7
489.6,"2847825,6155","2279683,3471","5214619,1347","0,610283195972443","4,641","119289,552",7
489.7,"2847824,1929","2279683,3936","5214620,5828","0,376676917076111","4,641","119290,285",7
489.8,"2847825,2536","2279682,2510","5214619,2713","0,317889362573624","4,641","119287,644",7
489.9,"2847824,9759","2279682,0268","5214617,0815","0,267951488494873","4,641","119285,400",7
490.0,"2847823,3565","2279681,1894","5214616,5016","0,668212473392487","4,641","119283,967",7
490.1,"2847822,8498","2279681,4666","5214616,5450","0,517006695270538","4,641","119283,942",7
490.2,"2847827,1582","2279678,8626","5214616,3190","0,806916236877441","4,641","119279,614",7
490.3,"2847824,6805","2279679,4993","5214619,4125","0,949025154113769","4,641","119282,279",7
490.4,"2847827,5830","2279677,7722","5214614,6551","0,85923182964325","4,640","119276,474",7
490.5,"2847829,5049","2279677,0256","5214615,8406","0,781153380870819","4,640","119275,661",7
490.6,"2847830,4309","2279675,9510","5214615,4770","0,838298678398132","4,640","119273,514",7
490.7,"2847828,6734","2279677,0228","5214613,3034","0,421031892299652","4,640","119272,619",7
490.8,"2847827,8138","2279677,4510","5214613,8499","0,533159255981445","4,640","119272,539",7
490.9,"2847825,8533","2279678,3760","5214615,6374","0,396020203828812","4,640","119274,325",7
491.0,"2847828,4112","2279675,9747","5214610,9664","0,762925446033478","4,640","119268,048",7
491.1,"2847830,4249","2279675,8079","5214609,7328","0,567615568637848","4,640","119265,747",7
491.2,"2847829,2245","2279677,2073","5214611,5901","0,387950778007507","4,640","119267,439",7
491.3,"2847828,6478","2279679,2462","5214616,2924","0,308505535125732","4,640","119271,303",7
491.4,"2847823,9278","2279680,1568","5214617,2464","0,408809512853622","4,640","119273,399",7
491.5,"2847825,8259","2279679,7695","5214618,7554","0,697556555271149","4,640","119273,188",7
491.6,"2847827,9909","2279678,5199","5214615,4993","0,575368762016296","4,640","119268,221",7
491.7,"2847831,0636","2279676,4416","5214612,3673","0,556011497974396","4,640","119263,292",7
491.8,"2847833,3974","2279676,1362","5214611,7203","0,58998566865921","4,639","119260,834",7
491.9,"2847829,5109","2279678,8366","5214614,5244","0,609401106834412","4,639","119265,132",7
492.0,"2847827,8575","2279679,6667","5214618,4851","1,14486491680145","4,639","119268,234",7
492.1,"2847828,8738","2279679,1708","5214621,0859","1,1969963312149","4,639","119268,504",7
492.2,"2847828,3666","2279678,9233","5214619,1510","1,35052561759949","4,639","119266,097",7
492.3,"2847829,0292","2279679,1654","5214620,1200","1,18884181976318","4,639","119266,202",7
492.4,"2847828,4131","2279679,5786","5214621,3945","0,934216678142548","4,639","119266,500",7
492.5,"2847823,8532","2279681,0656","5214623,6809","0,943764865398407","4,639","119269,953",7
492.6,"2847821,3128","2279681,3648","5214623,3725","0,878366887569427","4,639","119270,196",7
492.7,"2847821,6073","2279683,3263","5214625,9244","1,20707225799561","4,639","119272,328",7
492.8,"2847822,3424","2279681,7274","5214623,8539","0,935895264148712","4,639","119268,554",7
492.9,"2847825,5621","2279680,5693","5214622,2814","1,0941721200943","4,639","119264,566",7
493.0,"2847824,8641","2279681,6585","5214622,2650","0,936411917209625","4,639","119264,857",7
493.1,"2847827,0341","2279682,0089","5214619,9517","0,971651196479797","4,638","119262,480",7
493.2,"2847832,7402","2279679,7676","5214617,1510","1,08160793781281","4,638","119256,670",7
493.3,"2847833,7699","2279678,8118","5214615,5794","0,832466840744019","4,638","119253,875",7
493.4,"2847837,5711","2279676,1172","5214613,1131","0,684686720371246","4,638","119248,474",7
493.5,"2847837,2376","2279675,5761","5214612,5331","0,702753245830536","4,638","119247,131",7
493.6,"2847835,6134","2279678,2222","5214614,5548","0,635446667671204","4,638","119250,053",7
493.7,"2847835,0704","2279677,2504","5214612,9546","0,592654883861542","4,638","119248,118",7
493.8,"2847831,9925","2279680,0208","5214617,1230","0,739454567432404","4,638","119252,691",7
493.9,"2847829,6308","2279679,3657","5214619,2325","0,624401688575745","4,638","119253,531",7
494.0,"2847830,0318","2279679,7046","5214619,5745","0,795432150363922","4,638","119252,916",7
494.1,"2847829,4486","2279681,5176","5214618,6753","0,768516063690186","4,638","119252,903",7
494.2,"2847829,7110","2279679,3675","5214616,8172","0,911380887031555","4,638","119249,615",7
494.3,"2847828,7326","2279680,1313","5214619,5382","0,925903499126434","4,638","119251,483",7
494.4,"2847830,9875","2279678,6899","5214617,7349","0,849255383014679","4,637","119248,167",7
494.5,"2847827,6264","2279681,1197","5214619,0741","0,859627544879913","4,637","119251,007",7
494.6,"2847830,8600","2279677,9323","5214617,0652","0,921467006206513","4,637","119245,480",7
494.7,"2847833,5880","2279677,4506","5214614,6516","0,477338939905167","4,637","119241,874",7
494.8,"2847832,8551","2279678,5523","5214614,2232","0,421042650938034","4,637","119242,019",7
494.9,"2847828,7536","2279680,4749","5214614,5301","0,23369762301445","4,637","119243,765",7
495.0,"2847829,1651","2279681,1192","5214617,0946","0,565145611763001","4,637","119244,878",7
495.1,"2847828,0553","2279681,8190","5214618,2109","0,64152193069458","4,637","119245,893",7
495.2,"2847825,3531","2279682,1720","5214617,0337","0,427546769380569","4,637","119245,486",7
495.3,"2847824,3151","2279684,3247","5214621,0573","0,612860918045044","4,637","119248,432",7
495.4,"2847826,6738","2279681,7026","5214618,7173","0,865428805351257","4,637","119243,703",7
495.5,"2847824,8952","2279683,6154","5214621,3711","0,626411020755768","4,637","119246,638",7
495.6,"2847825,5905","2279683,6245","5214621,6185","0,769919693470001","4,637","119245,707",7
495.7,"2847826,8968","2279683,4347","5214621,1585","0,698202431201935","4,636","119244,187",7
495.8,"2847827,8749","2279682,0553","5214619,5576","0,669595301151276","4,636","119241,307",7
495.9,"2847826,1969","2279682,3303","5214619,6564","0,436154752969742","4,636","119241,363",7
496.0,"2847830,2730","2279681,0425","5214616,6143","0,535604894161224","4,636","119236,551",7
496.1,"2847830,4705","2279680,0794","5214617,2510","0,534819483757019","4,636","119235,643",7
496.2,"2847831,4171","2279679,3927","5214615,7737","0,640401303768158","4,636","119232,890",7
496.3,"2847829,8256","2279679,5045","5214616,6011","0,698957204818726","4,636","119232,958",7
496.4,"2847827,5984","2279680,6275","5214619,0769","0,653420031070709","4,636","119235,439",7
496.5,"2847831,0965","2279675,9852","5214615,9561","1,16403090953827","4,636","119228,991",7
496.6,"2847828,4516","2279679,0648","5214618,2042","0,716246247291565","4,636","119232,791",7
496.7,"2847830,3522","2279678,0464","5214616,3363","0,76355791091919","4,636","119229,626",7
496.8,"2847831,0409","2279679,3199","5214618,2671","0,569371283054352","4,636","119230,394",7
496.9,"2847829,5982","2279678,3222","5214619,2134","1,00620651245117","4,636","119230,000",7
497.0,"2847832,9771","2279677,4603","5214618,2898","1,22015583515167","4,636","119227,176",7
497.1,"2847831,7639","2279677,5171","5214619,7020","1,38505351543427","4,635","119227,991",7
497.2,"2847826,8001","2279681,0583","5214624,4692","1,52692639827728","4,635","119233,992",7
497.3,"2847829,0801","2279680,0131","5214624,7746","1,58179128170013","4,635","119232,268",7
497.4,"2847826,4152","2279680,9867","5214625,9111","1,51857399940491","4,635","119234,028",7
497.5,"2847832,4939","2279677,6000","5214620,0731","1,60634684562683","4,635","119225,440",7
497.6,"2847829,7994","2279680,2463","5214622,6406","1,39124965667725","4,635","119228,977",7
497.7,"2847831,9118","2279680,1599","5214622,3155","1,3154171705246","4,635","119227,339",7
497.8,"2847830,4351","2279680,3113","5214623,1899","1,07936835289001","4,635","119227,440",7
497.9,"2847831,1810","2279679,5249","5214621,6290","1,03003311157227","4,635","119224,664",7
498.0,"2847829,2330","2279681,6441","5214623,0810","1,00952005386353","4,635","119226,781",7
498.1,"2847826,5807","2279682,2145","5214621,9747","0,970477223396301","4,635","119226,290",7
498.2,"2847825,3650","2279681,5513","5214622,3557","1,02940392494202","4,635","119225,937",7
498.3,"2847827,7066","2279678,5583","5214618,1423","1,10533010959625","4,635","119219,897",7
498.4,"2847822,0599","2279679,4033","5214619,5041","1,41250371932983","4,634","119222,353",7
498.5,"2847824,9865","2279676,4360","5214618,3472","1,69418442249298","4,634","119218,411",7
498.6,"2847826,7535","2279676,6087","5214616,9057","1,61018085479736","4,634","119215,947",7
498.7,"2847829,7770","2279676,6129","5214615,0443","1,34429371356964","4,634","119213,154",7
498.8,"2847830,3420","2279675,9588","5214619,4056","1,52678763866425","4,634","119214,958",7
498.9,"2847834,9181","2279674,3605","5214615,3044","1,26719450950623","4,634","119209,420",7
499.0,"2847832,3795","2279677,3740","5214618,4570","1,19015216827393","4,634","119213,227",7
499.1,"2847826,7752","2279681,2682","5214620,9667","1,13496029376984","4,634","119217,995",7
499.2,"2847830,3908","2279681,7695","5214617,5958","1,19588279724121","4,634","119214,288",7
499.3,"2847825,2917","2279686,0382","5214625,4977","1,57640314102173","4,634","119223,039",7
499.4,"2847823,1309","2279688,7285","5214626,0431","1,6324667930603","4,634","119225,064",7
499.5,"2847833,0860","2279680,8009","5214620,2620","1,4642151594162","4,634","119212,235",7
499.6,"2847833,7820","2279679,3022","5214618,7143","1,07418262958527","4,634","119209,744",7
499.7,"2847831,1894","2279679,9839","5214620,2499","0,903034567832947","4,633","119211,280",7
499.8,"2847832,6058","2279676,8158","5214615,0046","0,725512325763702","4,633","119204,311",7
499.9,"2847835,1072","2279675,1414","5214612,6026","0,991829395294189","4,633","119199,694",7
500.0,"2847831,8991","2279677,6137","5214615,2178","0,768757343292236","4,633","119203,013",7
500.1,"2847829,3643","2279679,5827","5214617,4292","0,741098940372467","4,633","119205,771",7
500.2,"2847827,3765","2279682,5262","5214619,2905","1,08617925643921","4,633","119209,353",7
500.3,"2847820,3787","2279687,3775","5214624,9701","1,08639669418335","4,633","119217,871",7
500.4,"2847821,4507","2279686,3822","5214623,2385","1,04515516757965","4,633","119215,196",7
500.5,"2847824,6617","2279684,6268","5214622,2223","0,924492716789246","4,633","119211,372",7
500.6,"2847821,1515","2279684,3614","5214625,0913","0,769628465175629","4,633","119213,736",7
500.7,"2847828,5650","2279681,1501","5214619,5460","0,749420642852783","4,633","119205,078",7
500.8,"2847824,2974","2279684,6954","5214624,6172","1,31722235679626","4,633","119211,257",7
500.9,"2847827,5822","2279682,4485","5214623,1578","1,29750442504883","4,633","119207,131",7
501.0,"2847829,9661","2279680,4090","5214620,3729","1,38761210441589","4,633","119202,165",7
501.1,"2847832,4389","2279680,0232","5214617,8788","1,33292710781097","4,632","119198,928",7
501.2,"2847834,2704","2279677,8832","5214615,2255","1,09807729721069","4,632","119194,420",7
501.3,"2847836,2730","2279675,9518","5214613,0280","0,737596094608307","4,632","119190,555",7
501.4,"2847835,2004","2279676,6082","5214616,9429","1,25089037418365","4,632","119193,086",7
501.5,"2847832,6362","2279678,9132","5214617,4763","1,24898540973663","4,632","119194,564",7
501.6,"2847831,6419","2279680,4498","5214617,0516","1,16176056861877","4,632","119195,023",7
501.7,"2847834,9570","2279681,8749","5214619,6748","2,17574191093445","4,632","119196,258",7
501.8,"2847832,9301","2279681,0576","5214619,3051","1,91931676864624","4,632","119195,678",7
501.9,"2847830,9660","2279682,9121","5214622,9349","2,03112101554871","4,632","119198,860",7
502.0,"2847830,2607","2279682,7990","5214621,4094","1,80536496639252","4,632","119197,100",7
502.1,"2847829,8742","2279685,1173","5214620,7982","1,96697282791138","4,632","119197,502",7
502.2,"2847828,7695","2279684,5033","5214622,5552","1,87410795688629","4,632","119198,049",7
502.3,"2847828,7665","2279681,6073","5214620,5831","1,39496564865112","4,632","119194,376",7
502.4,"2847830,2230","2279681,9013","5214616,9655","1,1198103427887","4,632","119190,992",7
502.5,"2847826,9943","2279684,3013","5214620,6749","1,56535160541534","4,631","119195,532",7
502.6,"2847824,3213","2279683,1157","5214619,4153","0,533252716064453","4,631","119193,366",7
502.7,"2847820,1923","2279685,2087","5214621,9241","0,766145527362823","4,631","119197,008",7
502.8,"2847824,4473","2279681,6208","5214621,2503","1,07159113883972","4,631","119192,143",7
502.9,"2847832,6863","2279677,9032","5214616,3152","0,876713454723358","4,631","119183,125",7
503.0,"2847832,8295","2279677,9901","5214615,5973","0,827085256576538","4,631","119182,098",7
503.1,"2847833,9560","2279678,1630","5214614,4876","0,643426775932312","4,631","119180,280",7
503.2,"2847831,5170","2279680,2926","5214617,0472","0,723054647445679","4,631","119183,428",7
503.3,"2847836,9445","2279676,7037","5214615,8709","0,771784067153931","4,631","119177,666",7
503.4,"2847835,5248","2279678,7827","5214615,5927","0,924781560897827","4,631","119178,319",7
503.5,"2847826,1682","2279683,5839","5214625,8971","1,50239038467407","4,631","119190,604",7
503.6,"2847828,2813","2279684,2001","5214624,7644","1,71597135066986","4,631","119189,084",7
503.7,"2847826,9333","2279685,4054","5214626,2309","2,01232552528381","4,631","119190,304",7
503.8,"2847828,0551","2279685,0137","5214626,0145","2,04570937156677","4,630","119188,798",7
503.9,"2847826,4201","2279686,0436","5214624,8209","2,04565191268921","4,630","119188,420",7
504.0,"2847822,2865","2279688,0453","5214628,2444","1,92133414745331","4,630","119192,526",7
504.1,"2847822,7827","2279686,3932","5214625,6597","1,67996406555176","4,630","119188,965",7
504.2,"2847822,0051","2279687,3947","5214625,6777","1,62158381938934","4,630","119189,162",7
504.3,"2847818,5847","2279687,9986","5214626,8246","1,45519721508026","4,630","119190,815",7
504.4,"2847814,2452","2279691,6462","5214629,5119","1,51834905147552","4,630","119195,848",7
504.5,"2847813,2543","2279696,8985","5214632,1612","2,48349785804749","4,630","119200,384",7
504.6,"2847818,4960","2279694,0211","5214629,6871","2,26235723495483","4,630","119194,433",7
504.7,"2847816,8340","2279692,4352","5214628,2595","1,6622154712677","4,630","119192,159",7
504.8,"2847819,3711","2279690,7784","5214627,5990","1,88639032840729","4,630","119189,270",7
504.9,"2847823,0401","2279688,1389","5214626,2265","1,82211494445801","4,630","119184,815",7
505.0,"2847830,0820","2279681,6023","5214617,8713","1,03727507591248","4,630","119172,103",7
505.1,"2847832,2545","2279677,4250","5214615,8899","0,935516119003296","4,630","119166,773",7
505.2,"2847831,5605","2279678,7115","5214620,0499","1,14492666721344","4,629","119169,893",7
505.3,"2847831,5642","2279678,3337","5214618,9086","1,19876277446747","4,629","119168,521",7
505.4,"2847836,2749","2279672,6262","5214610,7221","1,22001123428345","4,629","119157,199",7
505.5,"2847839,1117","2279670,8243","5214610,5534","1,35388326644897","4,629","119154,384",7
505.6,"2847841,2849","2279669,2871","5214608,7829","1,51116967201233","4,629","119150,653",7
505.7,"2847838,2335","2279672,9357","5214612,3580","1,41691327095032","4,629","119155,147",7
505.8,"2847842,9809","2279670,0145","5214609,6047","1,38532531261444","4,629","119149,229",7
505.9,"2847840,4054","2279670,2113","5214611,3648","1,33097147941589","4,629","119151,156",7
506.0,"2847844,3123","2279668,1219","5214606,3405","1,26740348339081","4,629","119144,428",8
506.1,"2847842,9744","2279664,9363","5214603,8266","2,0727801322937","4,629","119140,575",7
506.2,"2847843,2834","2279666,5342","5214605,6503","1,75913465023041","4,629","119141,656",7
506.3,"2847843,2868","2279664,6274","5214601,0426","2,25574469566345","4,629","119136,590",7
506.4,"2847847,9359","2279661,8333","5214600,7291","2,43873310089111","4,629","119132,093",7
506.5,"2847847,2576","2279662,4078","5214597,9707","2,26430225372314","4,629","119129,970",7
506.6,"2847849,3604","2279661,2622","5214597,6958","2,19135308265686","4,628","119127,912",7
506.7,"2847856,1006","2279656,0847","5214592,5130","2,6701774597168","4,628","119118,340",7
506.8,"2847856,2609","2279656,2349","5214593,3057","2,57502675056458","4,628","119118,108",7
506.9,"2847855,6049","2279657,2208","5214597,5178","2,36885666847229","4,628","119121,376",7
507.0,"2847854,3998","2279658,0779","5214599,0964","2,53711414337158","4,628","119122,530",7
507.1,"2847856,5627","2279659,6188","5214599,6645","1,80766427516937","4,628","119122,931",7
507.2,"2847854,1626","2279657,5962","5214595,4651","2,77982473373413","4,628","119118,765",7
507.3,"2847851,3646","2279660,2378","5214597,1940","2,34232258796692","4,628","119121,897",7
507.4,"2847852,2535","2279659,4338","5214598,5126","2,46604895591736","4,628","119121,160",7
507.5,"2847855,7168","2279657,1201","5214594,2834","2,51455116271973","4,628","119115,075",7
507.6,"2847858,9172","2279656,0797","5214592,6005","2,23327255249023","4,628","119111,737",7
507.7,"2847860,7590","2279653,6179","5214591,0693","2,6711437702179","4,628","119107,598",7
507.8,"2847860,8572","2279652,3753","5214587,8978","3,12652707099915","4,628","119103,901",7
507.9,"2847861,4835","2279653,1250","5214589,9517","2,86895227432251","4,628","119104,758",7
508.0,"2847861,6450","2279655,4250","5214592,5561","2,42833805084229","4,627","119107,055",7
508.1,"2847861,8358","2279656,0446","5214593,2230","2,09761691093445","4,627","119107,217",7
508.2,"2847860,9209","2279654,6640","5214592,7272","2,68553113937378","4,627","119105,536",7
508.3,"2847854,8398","2279657,2404","5214597,5262","2,64858484268188","4,627","119111,666",7
508.7,"2847845,5194","2279662,0130","5214604,6528","2,83538103103638","4,627","119119,188",7
508.8,"2847846,9328","2279661,9719","5214605,8663","2,76636600494385","4,627","119118,961",7
508.9,"2847847,7873","2279663,2913","5214607,4789","2,24019503593445","4,627","119119,862",7
509.0,"2847839,8862","2279668,6904","5214611,8160","1,88444888591766","4,627","119128,049",7
509.1,"2847837,2801","2279671,6193","5214614,1277","1,50578808784485","4,627","119131,491",7
509.2,"2847835,0367","2279673,4981","5214612,6954","1,18575716018677","4,627","119131,983",7
509.3,"2847836,0782","2279671,3185","5214610,9764","1,59757244586945","4,627","119128,363",7
509.4,"2847833,6716","2279674,4454","5214613,9175","1,42894816398621","4,626","119132,288",7
509.5,"2847837,6620","2279672,6002","5214613,0100","1,24219262599945","4,626","119128,438",7
509.6,"2847841,8346","2279670,4113","5214609,9378","1,09158194065094","4,626","119123,102",7
509.7,"2847845,7099","2279670,0716","5214608,2178","0,93121474981308","4,626","119119,743",7
509.8,"2847845,3692","2279669,2854","5214604,5513","0,912221670150757","4,626","119116,509",7
509.9,"2847843,5427","2279671,8962","5214606,4259","0,700026571750641","4,626","119119,002",7
510.0,"2847840,8941","2279675,9053","5214609,4952","0,685930848121643","4,626","119123,942",7
510.1,"2847836,6391","2279678,2976","5214614,8331","1,042973279953","4,626","119129,828",7
510.2,"2847828,1189","2279684,0363","5214621,3051","1,35014510154724","4,626","119139,379",7
510.3,"2847826,5865","2279684,6717","5214620,7254","1,3827064037323","4,626","119139,440",7
510.4,"2847827,0936","2279684,5310","5214621,9105","1,58104765415192","4,626","119139,164",7
510.5,"2847818,6388","2279690,8048","5214626,6660","1,97311508655548","4,626","119148,179",7
510.6,"2847813,0406","2279696,8953","5214631,2619","2,79273343086243","4,626","119156,121",7
510.7,"2847812,7033","2279694,5253","5214628,9234","2,19752359390259","4,626","119152,503",7
510.8,"2847815,8456","2279689,4235","5214623,6539","1,02228546142578","4,625","119143,745",7
510.9,"2847816,4846","2279689,9960","5214627,5287","1,41474676132202","4,625","119145,721",7
511.0,"2847821,1251","2279688,7822","5214622,7397","1,45917665958405","4,625","119139,780",7
511.1,"2847825,3010","2279685,0002","5214619,6116","0,924843013286591","4,625","119132,901",7
511.2,"2847821,0075","2279690,4647","5214626,8548","1,90173935890198","4,625","119141,817",7
511.3,"2847823,5329","2279687,8320","5214621,5998","1,16560959815979","4,625","119134,841",7
511.4,"2847818,3390","2279690,0963","5214621,8727","1,00102388858795","4,625","119137,407",7
511.5,"2847822,3918","2279687,7527","5214622,0403","1,28395974636078","4,625","119134,207",7
511.6,"2847822,7260","2279689,0192","5214626,0363","1,88384020328522","4,625","119136,803",7
511.7,"2847816,5028","2279693,8749","5214630,8057","2,23952794075012","4,625","119144,403",7
511.8,"2847812,4837","2279696,2684","5214632,9816","2,35123872756958","4,625","119148,105",7
511.9,"2847814,9552","2279696,1873","5214633,2809","2,67406845092773","4,625","119146,680",7
512.0,"2847818,7402","2279691,9036","5214630,0679","2,21447706222534","4,625","119140,375",7
512.1,"2847817,2847","2279688,4386","5214627,8366","1,33255589008331","4,625","119136,279",7
512.2,"2847818,2495","2279687,4790","5214628,0478","1,29078638553619","4,624","119134,620",7
512.3,"2847816,8195","2279691,3533","5214628,4081","1,89720070362091","4,624","119136,863",7
512.4,"2847815,5163","2279693,0058","5214630,4321","1,97911608219147","4,624","119138,702",7
512.5,"2847820,8176","2279687,5950","5214620,9724","1,36196076869965","4,624","119126,789",7
512.6,"2847824,6124","2279684,5484","5214617,8846","1,09245121479034","4,624","119121,167",7
512.7,"2847821,2045","2279688,7355","5214622,0791","1,57595300674438","4,624","119127,295",7
512.8,"2847819,7722","2279688,0539","5214620,7605","1,02577412128448","4,624","119125,349",7
512.9,"2847823,6396","2279684,2174","5214617,2960","0,712005138397217","4,624","119118,937",7
513.0,"2847823,9014","2279681,0010","5214615,6145","0,768454670906067","4,624","119114,772",7
513.1,"2847828,1967","2279679,7710","5214615,8810","0,704897463321686","4,624","119111,999",7
513.2,"2847836,8299","2279674,4037","5214610,1727","0,697651863098145","4,624","119100,996",7
513.3,"2847834,8900","2279676,6888","5214610,9779","0,561886250972748","4,624","119102,912",7
513.4,"2847838,0020","2279672,5912","5214608,4722","1,20205533504486","4,624","119096,784",7
513.5,"2847840,1966","2279669,9604","5214607,2124","1,64587485790253","4,624","119092,765",7
513.6,"2847841,2528","2279670,4110","5214607,8686","0,967734813690186","4,624","119092,747",7
513.7,"2847836,3366","2279678,6450","5214613,4755","0,857212901115417","4,623","119102,926",7
513.8,"2847833,2035","2279679,8518","5214616,2046","1,04027855396271","4,623","119106,213",7
513.9,"2847829,4058","2279683,4128","5214619,1486","1,39986824989319","4,623","119110,839",7
514.0,"2847834,1888","2279681,6665","5214614,4066","1,50424790382385","4,623","119104,372",7
514.1,"2847840,5460","2279677,6533","5214610,5016","1,26113438606262","4,623","119096,405",7
514.2,"2847841,3518","2279678,4318","5214608,5228","1,41080605983734","4,623","119094,905",7
514.3,"2847836,1070","2279678,4444","5214612,3837","1,05276584625244","4,623","119098,585",7
514.4,"2847829,8567","2279681,1241","5214616,0105","1,01711511611938","4,623","119103,692",7
514.5,"2847833,2412","2279678,6847","5214614,4584","0,89360111951828","4,623","119098,863",7
514.6,"2847830,3400","2279682,2651","5214616,3197","0,7145094871521","4,623","119102,072",7
514.7,"2847833,8526","2279679,7344","5214614,3478","0,586897850036621","4,623","119097,717",7
514.8,"2847828,8865","2279681,8816","5214614,1478","0,357794791460037","4,623","119099,494",7
514.9,"2847825,8249","2279683,2624","5214616,9836","0,354166448116302","4,623","119102,709",7
